SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FSL;NUTS
84647;BĂILE CHIRUI;537141;19;84629;23;3;3;7;21;2151412706430;RO124
84656;LUNCA DE JOS;0;19;190;3;2;3;7;21;2151413000000;RO124
84665;LUNCA DE JOS;537145;19;84656;22;3;3;7;21;2151413306547;RO124
84674;BARAȚCOȘ;537146;19;84656;23;3;3;7;21;2151413706428;RO124
84683;POIANA FAGULUI;537147;19;84656;23;3;3;7;21;2151413706592;RO124
84692;PUNTEA LUPULUI;537148;19;84656;23;3;3;7;21;2151413706600;RO124
84736;VALEA ÎNTUNECOASĂ;537152;19;84656;23;3;3;7;21;2151413706656;RO124
84718;VALEA BOROȘ;537149;19;84656;23;3;3;7;21;2151413706657;RO124
84727;VALEA CAPELEI;537151;19;84656;23;3;3;7;21;2151413706658;RO124
84709;VALEA LUI ANTALOC;537154;19;84656;23;3;3;7;21;2151413706660;RO124
84745;VALEA RECE;537153;19;84656;23;3;3;7;21;2151413706662;RO124
84754;LUNCA DE SUS;0;19;190;3;2;3;7;21;2151414000000;RO124
84763;LUNCA DE SUS;537155;19;84754;22;3;3;7;21;2151414306548;RO124
84772;COMIAT;537156;19;84754;23;3;3;7;21;2151414706476;RO124
84781;IZVORUL TROTUȘULUI;537157;19;84754;23;3;3;7;21;2151414706533;RO124
84790;PĂLTINIȘ-CIUC;537158;19;84754;23;3;3;7;21;2151414706582;RO124
84807;VALEA GÂRBEA;537159;19;84754;23;3;3;7;21;2151414706659;RO124
84816;VALEA UGRA;537161;19;84754;23;3;3;7;21;2151414706665;RO124
84825;LUPENI;0;19;190;3;2;3;7;21;2151415000000;RO124
84834;LUPENI;537165;19;84825;22;3;3;7;21;2151415306550;RO124
84843;BISERICANI;537166;19;84825;23;3;3;7;21;2151415706440;RO124
84852;BULGĂRENI;537167;19;84825;23;3;3;7;21;2151415706447;RO124
84861;FIRTUȘU;537168;19;84825;23;3;3;7;21;2151415706507;RO124
84870;MORĂRENI;537169;19;84825;23;3;3;7;21;2151415706566;RO124
84889;PĂLTINIȘ;537171;19;84825;23;3;3;7;21;2151415706581;RO124
84898;PĂULENI;537172;19;84825;23;3;3;7;21;2151415706583;RO124
84905;SATU MIC;537173;19;84825;23;3;3;7;21;2151415706609;RO124
84914;SÂNCEL;537174;19;84825;23;3;3;7;21;2151415706613;RO124
86438;MĂDĂRAȘ;0;19;190;3;2;3;7;21;2151416000000;RO124
84255;MĂDĂRAȘ;537071;19;86438;22;3;3;7;21;2151416306553;RO124
84923;MĂRTINIȘ;0;19;190;3;2;3;7;21;2151417000000;RO124
84932;MĂRTINIȘ;537175;19;84923;22;3;3;7;21;2151417306555;RO124
84941;ALDEA;537176;19;84923;23;3;3;7;21;2151417706417;RO124
84950;BĂDENI;537177;19;84923;23;3;3;7;21;2151417706429;RO124
84969;CĂLUGĂRENI;537178;19;84923;23;3;3;7;21;2151417706456;RO124
84978;CHINUȘU;537179;19;84923;23;3;3;7;21;2151417706465;RO124
84987;COMĂNEȘTI;537181;19;84923;23;3;3;7;21;2151417706475;RO124
84996;GHIPEȘ;537182;19;84923;23;3;3;7;21;2151417706517;RO124
85001;LOCODENI;537183;19;84923;23;3;3;7;21;2151417706545;RO124
85010;ORĂȘENI;537184;19;84923;23;3;3;7;21;2151417706579;RO124
85029;PETRENI;537186;19;84923;23;3;3;7;21;2151417706586;RO124
85038;RAREȘ;537187;19;84923;23;3;3;7;21;2151417706602;RO124
85047;SÂNPAUL;537188;19;84923;23;3;3;7;21;2151417706618;RO124
85056;MEREȘTI;0;19;190;3;2;3;7;21;2151418000000;RO124
85065;MEREȘTI;537195;19;85056;22;3;3;7;21;2151418306559;RO124
85074;MIHĂILENI;0;19;190;3;2;3;7;21;2151419000000;RO124
85083;MIHĂILENI;537200;19;85074;22;3;3;7;21;2151419306561;RO124
85092;LIVEZI;537201;19;85074;23;3;3;7;21;2151419706544;RO124
85109;NĂDEJDEA;537202;19;85074;23;3;3;7;21;2151419706569;RO124
85118;VĂCĂREȘTI;537203;19;85074;23;3;3;7;21;2151419706669;RO124
85127;MUGENI;0;19;190;3;2;3;7;21;2151420000000;RO124
85136;MUGENI;537205;19;85127;22;3;3;7;21;2151420306567;RO124
85145;ALUNIȘ;537206;19;85127;23;3;3;7;21;2151420706419;RO124
85154;BETA;537207;19;85127;23;3;3;7;21;2151420706437;RO124
85172;DEJUȚIU;537209;19;85127;23;3;3;7;21;2151420706491;RO124
85181;DOBENI;537211;19;85127;23;3;3;7;21;2151420706495;RO124
85190;LUTIȚA;537212;19;85127;23;3;3;7;21;2151420706551;RO124
85207;MĂTIȘENI;537213;19;85127;23;3;3;7;21;2151420706556;RO124
85234;TĂIETURA;537217;19;85127;23;3;3;7;21;2151420706637;RO124
85243;OCLAND;0;19;190;3;2;3;7;21;2151425000000;RO124
85252;OCLAND;537225;19;85243;22;3;3;7;21;2151425306575;RO124
85261;CRĂCIUNEL;537226;19;85243;23;3;3;7;21;2151425706482;RO124
85270;SATU NOU;537227;19;85243;23;3;3;7;21;2151425706610;RO124
83375;PĂULENI-CIUC;0;19;190;3;2;3;7;21;2151431000000;RO124
83384;PĂULENI-CIUC;537230;19;83375;22;3;3;7;21;2151431306584;RO124
83393;DELNIȚA;537231;19;83375;23;3;3;7;21;2151431706492;RO124
83400;ȘOIMENI;537232;19;83375;23;3;3;7;21;2151431706634;RO124
85289;PLĂIEȘII DE JOS;0;19;190;3;2;3;7;21;2151432000000;RO124
85298;PLĂIEȘII DE JOS;537235;19;85289;22;3;3;7;21;2151432306589;RO124
85305;CASINU NOU;537236;19;85289;23;3;3;7;21;2151432706451;RO124
85314;IACOBENI;537237;19;85289;23;3;3;7;21;2151432706525;RO124
85323;IMPER;537238;19;85289;23;3;3;7;21;2151432706528;RO124
85332;PLĂIEȘII DE SUS;537239;19;85289;23;3;3;7;21;2151432706590;RO124
86487;PORUMBENI;0;19;190;3;2;3;7;21;2151433000000;RO124
85216;PORUMBENII MARI;537214;19;86487;22;3;3;7;21;2151433306595;RO124
85225;PORUMBENII MICI;537216;19;86487;23;3;3;7;21;2151433706596;RO124
85341;PRAID;0;19;190;3;2;3;7;21;2151434000000;RO124
85350;PRAID;537240;19;85341;22;3;3;7;21;2151434306598;RO124
85369;BECAȘ;537241;19;85341;23;3;3;7;21;2151434706435;RO124
85378;BUCIN;537242;19;85341;23;3;3;7;21;2151434706446;RO124
85387;OCNA DE JOS;537243;19;85341;23;3;3;7;21;2151434706576;RO124
85396;OCNA DE SUS;537244;19;85341;23;3;3;7;21;2151434706577;RO124
85403;ȘAȘVEREȘ;537246;19;85341;23;3;3;7;21;2151434706630;RO124
86495;RACU;0;19;190;3;2;3;7;21;2151435000000;RO124
85662;RACU;537298;19;86495;22;3;3;7;21;2151435306601;RO124
85671;GÂRCIU;537299;19;86495;23;3;3;7;21;2151435706514;RO124
85412;REMETEA;0;19;190;3;2;3;7;21;2151436000000;RO124
85421;REMETEA;537250;19;85412;22;3;3;7;21;2151436306605;RO124
85430;FĂGEȚEL;537251;19;85412;23;3;3;7;21;2151436706499;RO124
85449;MARTONCA;537252;19;85412;23;3;3;7;21;2151436706552;RO124
85458;SINEU;537253;19;85412;23;3;3;7;21;2151436706626;RO124
86501;SATU MARE;0;19;190;3;2;3;7;21;2151437000000;RO124
83188;SATU MARE;537026;19;86501;22;3;3;7;21;2151437306608;RO124
85467;SĂCEL;0;19;190;3;2;3;7;21;2151438000000;RO124
85476;SĂCEL;537255;19;85467;22;3;3;7;21;2151438306611;RO124
85485;ȘOIMUȘU MARE;537256;19;85467;23;3;3;7;21;2151438706635;RO124
85494;ȘOIMUȘU MIC;537257;19;85467;23;3;3;7;21;2151438706636;RO124
85500;UILAC;537258;19;85467;23;3;3;7;21;2151438706652;RO124
85519;VIDACUT;537259;19;85467;23;3;3;7;21;2151438706673;RO124
85528;SĂRMAȘ;0;19;190;3;2;3;7;21;2151439000000;RO124
85537;SĂRMAȘ;537260;19;85528;22;3;3;7;21;2151439306612;RO124
85546;FUNDOAIA;537261;19;85528;23;3;3;7;21;2151439706511;RO124
85555;HODOȘA;537262;19;85528;23;3;3;7;21;2151439706522;RO124
85564;PLATONEȘTI;537263;19;85528;23;3;3;7;21;2151439706588;RO124
85573;RUNC;537264;19;85528;23;3;3;7;21;2151439706607;RO124
85680;SÂNCRĂIENI;0;19;190;3;2;3;7;21;2151440000000;RO124
85699;SÂNCRĂIENI;537265;19;85680;22;3;3;7;21;2151440306615;RO124
85760;SÂNDOMINIC;0;19;190;3;2;3;7;21;2151441000000;RO124
85779;SÂNDOMINIC;537275;19;85760;22;3;3;7;21;2151441306616;RO124
85788;SÂNMARTIN;0;19;190;3;2;3;7;21;2151442000000;RO124
85797;SÂNMARTIN;537280;19;85788;22;3;3;7;21;2151442306617;RO124
85804;CIUCANI;537281;19;85788;23;3;3;7;21;2151442706471;RO124
85831;VALEA UZULUI;537282;19;85788;23;3;3;7;21;2151442706666;RO124
85840;SÂNSIMION;0;19;190;3;2;3;7;21;2151443000000;RO124
85859;SÂNSIMION;537285;19;85840;22;3;3;7;21;2151443306619;RO124
85868;CETĂȚUIA;537286;19;85840;23;3;3;7;21;2151443706461;RO124
86519;SÂNTIMBRU;0;19;190;3;2;3;7;21;2151444000000;RO124
85742;SÂNTIMBRU;537271;19;86519;22;3;3;7;21;2151444306620;RO124
85751;SÂNTIMBRU-BĂI;537272;19;86519;23;3;3;7;21;2151444706621;RO124
85582;SECUIENI;0;19;190;3;2;3;7;21;2151445000000;RO124
85591;SECUIENI;537290;19;85582;22;3;3;7;21;2151445306623;RO124
85608;BODOGAIA;537291;19;85582;23;3;3;7;21;2151445706441;RO124
85617;ELISENI;537292;19;85582;23;3;3;7;21;2151445706498;RO124
85626;SICULENI;0;19;190;3;2;3;7;21;2151446000000;RO124
85635;SICULENI;537295;19;85626;22;3;3;7;21;2151446306625;RO124
85877;SUBCETATE;0;19;190;3;2;3;7;21;2151447000000;RO124
85886;SUBCETATE;537300;19;85877;22;3;3;7;21;2151447306628;RO124
85895;CĂLNACI;537301;19;85877;23;3;3;7;21;2151447706455;RO124
85902;DUDA;537302;19;85877;23;3;3;7;21;2151447706496;RO124
85911;FILPEA;537303;19;85877;23;3;3;7;21;2151447706505;RO124
85920;SUSENI;0;19;190;3;2;3;7;21;2151448000000;RO124
85939;SUSENI;537305;19;85920;22;3;3;7;21;2151448306629;RO124
85948;CHILENI;537306;19;85920;23;3;3;7;21;2151448706464;RO124
85957;LIBAN;537307;19;85920;23;3;3;7;21;2151448706543;RO124
85966;SENETEA;537308;19;85920;23;3;3;7;21;2151448706624;RO124
85975;VALEA STRÂMBĂ;537309;19;85920;23;3;3;7;21;2151448706664;RO124
85984;ȘIMONEȘTI;0;19;190;3;2;3;7;21;2151449000000;RO124
85993;ȘIMONEȘTI;537310;19;85984;22;3;3;7;21;2151449306633;RO124
86008;BENȚID;537311;19;85984;23;3;3;7;21;2151449706436;RO124
86017;CĂDACIU MARE;537312;19;85984;23;3;3;7;21;2151449706452;RO124
86026;CĂDACIU MIC;537313;19;85984;23;3;3;7;21;2151449706453;RO124
86035;CEHEȚEL;537314;19;85984;23;3;3;7;21;2151449706460;RO124
86044;CHEDIA MARE;537316;19;85984;23;3;3;7;21;2151449706462;RO124
86053;CHEDIA MICĂ;537317;19;85984;23;3;3;7;21;2151449706463;RO124
86062;COBĂTEȘTI;537318;19;85984;23;3;3;7;21;2151449706474;RO124
86071;MEDIȘORU MARE;537319;19;85984;23;3;3;7;21;2151449706557;RO124
86080;MIHĂILENI;537321;19;85984;23;3;3;7;21;2151449706562;RO124
86099;NICOLENI;537322;19;85984;23;3;3;7;21;2151449706570;RO124
86106;RUGĂNEȘTI;537323;19;85984;23;3;3;7;21;2151449706606;RO124
86115;TĂRCEȘTI;537324;19;85984;23;3;3;7;21;2151449706639;RO124
86124;TURDENI;537326;19;85984;23;3;3;7;21;2151449706648;RO124
86453;TOMEȘTI;0;19;190;3;2;3;7;21;2151450000000;RO124
84139;TOMEȘTI;537037;19;86453;22;3;3;7;21;2151450306645;RO124
86133;TULGHEȘ;0;19;190;3;2;3;7;21;2151451000000;RO124
86142;TULGHEȘ;537330;19;86133;22;3;3;7;21;2151451306647;RO124
86151;HAGOTA;537331;19;86133;23;3;3;7;21;2151451706520;RO124
86160;PINTIC;537332;19;86133;23;3;3;7;21;2151451706587;RO124
86179;RECEA;537333;19;86133;23;3;3;7;21;2151451706604;RO124
86188;TUȘNAD;0;19;190;3;2;3;7;21;2151452000000;RO124
86197;TUȘNAD;537335;19;86188;22;3;3;7;21;2151452306649;RO124
86204;TUȘNADU NOU;537336;19;86188;23;3;3;7;21;2151452706650;RO124
86213;VRABIA;537337;19;86188;23;3;3;7;21;2151452706677;RO124
86222;ULIEȘ;0;19;190;3;2;3;7;21;2151453000000;RO124
86231;ULIEȘ;537340;19;86222;22;3;3;7;21;2151453306654;RO124
86240;DAIA;537341;19;86222;23;3;3;7;21;2151453706486;RO124
86259;IAȘU;537342;19;86222;23;3;3;7;21;2151453706526;RO124
86268;IGHIU;537343;19;86222;23;3;3;7;21;2151453706527;RO124
86277;NICOLEȘTI;537344;19;86222;23;3;3;7;21;2151453706571;RO124
86286;OBRĂNEȘTI;537346;19;86222;23;3;3;7;21;2151453706574;RO124
86295;PETECU;537347;19;86222;23;3;3;7;21;2151453706585;RO124
86302;VASILENI;537348;19;86222;23;3;3;7;21;2151453706668;RO124
86311;VĂRȘAG;0;19;190;3;2;3;7;21;2151454000000;RO124
86320;VĂRȘAG;537350;19;86311;22;3;3;7;21;2151454306671;RO124
86339;VOȘLĂBENI;0;19;190;3;2;3;7;21;2151455000000;RO124
86348;VOȘLĂBENI;537355;19;86339;22;3;3;7;21;2151455306676;RO124
86357;IZVORU MUREȘULUI;537356;19;86339;23;3;3;7;21;2151455706532;RO124
86366;ZETEA;0;19;190;3;2;3;7;21;2151456000000;RO124
86375;ZETEA;537360;19;86366;22;3;3;7;21;2151456306680;RO124
86384;DESAG;537361;19;86366;23;3;3;7;21;2151456706493;RO124
86393;IZVOARE;537362;19;86366;23;3;3;7;21;2151456706531;RO124
86400;POIANA TÂRNAVEI;537363;19;86366;23;3;3;7;21;2151456706593;RO124
86428;SUB CETATE;537364;19;86366;23;3;3;7;21;2151456706627;RO124
86419;ȘICASĂU;537366;19;86366;23;3;3;7;21;2151456706631;RO124
207;JUDEȚUL HUNEDOARA;0;20;1;40;1;0;5;22;2200000000000;
86687;MUNICIPIUL DEVA;0;20;207;1;2;1;5;22;2211493000000;
86696;DEVA;330005;20;86687;9;3;1;5;22;2211493106834;
86712;ARCHIA;330001;20;86687;11;3;1;5;22;2211493506691;
86721;BÂRCEA MICĂ;330002;20;86687;11;3;1;5;22;2211493506717;
86730;CRISTUR;330003;20;86687;11;3;1;5;22;2211493506812;
86703;SÂNTUHALM;330004;20;86687;10;3;1;5;22;2211493507060;
87059;MUNICIPIUL  LUPENI;0;20;207;4;2;1;5;22;2221490000000;RO423
87068;LUPENI;335600;20;87059;9;3;1;5;22;2221490106922;RO423
87175;MUNICIPIUL  VULCAN;0;20;207;4;2;1;5;22;2221491000000;RO423
87184;VULCAN;336200;20;87175;9;3;1;5;22;2221491107163;RO423
87193;DEALU BABII;336201;20;87175;10;3;1;5;22;2221491506829;RO423
87200;JIU-PAROȘENI;336250;20;87175;10;3;1;5;22;2221491506900;RO423
87291;MUNICIPIUL BRAD;0;20;207;4;2;1;5;22;2221492000000;RO423
87308;BRAD;335200;20;87291;9;3;1;5;22;2221492106740;RO423
87317;MESTEACĂN;335201;20;87291;11;3;1;5;22;2221492506937;RO423
87326;POTINGANI;335202;20;87291;11;3;1;5;22;2221492507006;RO423
87335;RUDA-BRAD;335203;20;87291;11;3;1;5;22;2221492507038;RO423
87344;ȚĂRĂȚEL;335204;20;87291;11;3;1;5;22;2221492507121;RO423
87353;VALEA BRADULUI;335205;20;87291;11;3;1;5;22;2221492507137;RO423
86810;MUNICIPIUL HUNEDOARA;0;20;207;4;2;1;5;22;2221494000000;RO423
86829;HUNEDOARA;331006;20;86810;9;3;1;5;22;2221494106894;RO423
86847;BOȘ;331001;20;86810;11;3;1;5;22;2221494506736;RO423
86856;GROȘ;331002;20;86810;11;3;1;5;22;2221494506878;RO423
86865;HĂȘDAT;331003;20;86810;11;3;1;5;22;2221494506885;RO423
86874;PEȘTIȘU MARE;331004;20;86810;11;3;1;5;22;2221494506983;RO423
86838;RĂCĂȘTIA;331005;20;86810;10;3;1;5;22;2221494507014;RO423
87638;MUNICIPIUL ORĂȘTIE;0;20;207;4;2;1;5;22;2221495000000;RO423
87647;ORĂȘTIE;335700;20;87638;9;3;1;5;22;2221495106963;RO423
86990;MUNICIPIUL PETROȘANI;0;20;207;4;2;1;5;22;2221496000000;RO423
87004;PETROȘANI;332005;20;86990;9;3;1;5;22;2221496106988;RO423
87013;DÂLJA MARE;332001;20;86990;10;3;1;5;22;2221496506825;RO423
87022;DÂLJA MICĂ;332002;20;86990;10;3;1;5;22;2221496506826;RO423
87031;PEȘTERA;332003;20;86990;10;3;1;5;22;2221496506982;RO423
87040;SLĂTINIOARA;332004;20;86990;10;3;1;5;22;2221496507069;RO423
87219;ORAȘ ANINOASA;0;20;207;2;2;1;5;22;2231497000000;RO423
87228;ANINOASA;335100;20;87219;17;3;1;5;22;2231497206689;RO423
87237;ISCRONI;335101;20;87219;19;3;1;5;22;2231497606896;RO423
87424;ORAȘ CĂLAN;0;20;207;2;2;1;5;22;2231498000000;RO423
87433;CĂLAN;335300;20;87424;17;3;1;5;22;2231498206766;RO423
87451;BATIZ;335301;20;87424;19;3;1;5;22;2231498606706;RO423
87460;CĂLANU MIC;335302;20;87424;19;3;1;5;22;2231498606767;RO423
87479;GRID;335303;20;87424;19;3;1;5;22;2231498606874;RO423
87488;NĂDĂȘTIA DE JOS;335304;20;87424;19;3;1;5;22;2231498606946;RO423
87497;NĂDĂȘTIA DE SUS;335305;20;87424;19;3;1;5;22;2231498606947;RO423
87503;OHABA STREIULUI;335306;20;87424;19;3;1;5;22;2231498606959;RO423
87512;SÂNCRAI;335307;20;87424;19;3;1;5;22;2231498607055;RO423
87521;SÂNTĂMĂRIA DE PIATRĂ;335308;20;87424;19;3;1;5;22;2231498607058;RO423
87530;STREI;335309;20;87424;19;3;1;5;22;2231498607081;RO423
87549;STREI-SĂCEL;335310;20;87424;19;3;1;5;22;2231498607082;RO423
87442;STREISÂNGEORGIU;335311;20;87424;18;3;1;5;22;2231498607083;RO423
87558;VALEA SÂNGEORGIULUI;335312;20;87424;19;3;1;5;22;2231498607145;RO423
89561;ORAȘ GEOAGIU;0;20;207;2;2;1;5;22;2231499000000;RO423
89570;GEOAGIU;335400;20;89561;17;3;1;5;22;2231499206862;RO423
89589;AUREL VLAICU;335401;20;89561;19;3;1;5;22;2231499606693;RO423
89598;BACÂIA;335402;20;89561;19;3;1;5;22;2231499606694;RO423
89605;BOZEȘ;335403;20;89561;19;3;1;5;22;2231499606739;RO423
89614;CIGMĂU;335404;20;89561;19;3;1;5;22;2231499606790;RO423
89623;GELMAR;335405;20;89561;19;3;1;5;22;2231499606860;RO423
89632;GEOAGIU-BĂI;335450;20;89561;19;3;1;5;22;2231499606863;RO423
89641;HOMOROD;335406;20;89561;19;3;1;5;22;2231499606892;RO423
89650;MERMEZEU-VĂLENI;335407;20;89561;19;3;1;5;22;2231499606935;RO423
89669;RENGHET;335408;20;89561;19;3;1;5;22;2231499607025;RO423
89678;VĂLENI;335409;20;89561;19;3;1;5;22;2231499607149;RO423
87576;ORAȘ HAȚEG;0;20;207;2;2;1;5;22;2231500000000;RO423
87585;HAȚEG;335500;20;87576;17;3;1;5;22;2231500206882;RO423
87594;NĂLAȚVAD;335501;20;87576;18;3;1;5;22;2231500606948;RO423
87601;SILVAȘU DE JOS;335502;20;87576;19;3;1;5;22;2231500607065;RO423
87610;SILVAȘU DE SUS;335503;20;87576;19;3;1;5;22;2231500607066;RO423
87077;ORAȘ PETRILA;0;20;207;2;2;1;5;22;2231501000000;RO423
87086;PETRILA;335800;20;87077;17;3;1;5;22;2231501206986;RO423
87095;CIMPA;335801;20;87077;18;3;1;5;22;2231501606791;RO423
87102;JIEȚ;335802;20;87077;18;3;1;5;22;2231501606899;RO423
87111;RĂSCOALA;335803;20;87077;18;3;1;5;22;2231501607018;RO423
87120;TIRICI;335804;20;87077;18;3;1;5;22;2231501607108;RO423
87665;ORAȘ SIMERIA;0;20;207;2;2;1;5;22;2231502000000;RO423
87674;SIMERIA;335900;20;87665;17;3;1;5;22;2231502207067;RO423
87683;BÂRCEA MARE;335901;20;87665;19;3;1;5;22;2231502606716;RO423
87692;CĂRPINIȘ;335902;20;87665;19;3;1;5;22;2231502606772;RO423
87718;SÂNTANDREI;335903;20;87665;19;3;1;5;22;2231502607057;RO423
87709;SIMERIA VECHE;335904;20;87665;19;3;1;5;22;2231502607068;RO423
87727;ȘĂULEȘTI;335905;20;87665;19;3;1;5;22;2231502607088;RO423
87736;UROI;335906;20;87665;19;3;1;5;22;2231502607129;RO423
87139;ORAȘ URICANI;0;20;207;2;2;1;5;22;2231503000000;RO423
87148;URICANI;336100;20;87139;17;3;1;5;22;2231503207128;RO423
87157;CÂMPU LUI NEAG;336101;20;87139;18;3;1;5;22;2231503606775;RO423
87166;VALEA DE BRAZI;336102;20;87139;18;3;1;5;22;2231503607139;RO423
87745;BAIA DE CRIȘ;0;20;207;3;2;3;5;22;2251457000000;RO423
87754;BAIA DE CRIȘ;337005;20;87745;22;3;3;5;22;2251457306696;RO423
87763;BALDOVIN;337006;20;87745;23;3;3;5;22;2251457706697;RO423
87772;CĂRACI;337007;20;87745;23;3;3;5;22;2251457706769;RO423
87781;CĂRĂSTĂU;337008;20;87745;23;3;3;5;22;2251457706770;RO423
87790;LUNCA;337009;20;87745;23;3;3;5;22;2251457706914;RO423
87807;RIȘCA;337011;20;87745;23;3;3;5;22;2251457707029;RO423
87816;RIȘCULIȚA;337012;20;87745;23;3;3;5;22;2251457707030;RO423
87825;ȚEBEA;337013;20;87745;23;3;3;5;22;2251457707122;RO423
87834;VĂLENI;337014;20;87745;23;3;3;5;22;2251457707150;RO423
87843;BALȘA;0;20;207;3;2;3;5;22;2251458000000;RO423
87852;BALȘA;337015;20;87843;22;3;3;5;22;2251458306699;RO423
87861;ALMAȘU MIC DE MUNTE;337016;20;87843;23;3;3;5;22;2251458706684;RO423
87870;ARDEU;337017;20;87843;23;3;3;5;22;2251458706692;RO423
87889;BUNEȘTI;337018;20;87843;23;3;3;5;22;2251458706760;RO423
87898;GALBINA;337019;20;87843;23;3;3;5;22;2251458706858;RO423
87905;MADA;337021;20;87843;23;3;3;5;22;2251458706923;RO423
87914;OPRIȘEȘTI;337022;20;87843;23;3;3;5;22;2251458706962;RO423
87923;POIANA;337023;20;87843;23;3;3;5;22;2251458706996;RO423
87932;POIENIȚA;337024;20;87843;23;3;3;5;22;2251458707000;RO423
87941;ROȘIA;337026;20;87843;23;3;3;5;22;2251458707034;RO423
87950;STĂUINI;337027;20;87843;23;3;3;5;22;2251458707075;RO423
87969;TECHEREU;337028;20;87843;23;3;3;5;22;2251458707103;RO423
87978;VĂLIȘOARA;337029;20;87843;23;3;3;5;22;2251458707152;RO423
87987;VOIA;337031;20;87843;23;3;3;5;22;2251458707161;RO423
87996;BARU;0;20;207;3;2;3;5;22;2251459000000;RO423
88001;BARU;337035;20;87996;22;3;3;5;22;2251459306702;RO423
88010;LIVADIA;337036;20;87996;23;3;3;5;22;2251459706910;RO423
88029;PETROS;337037;20;87996;23;3;3;5;22;2251459706987;RO423
88038;VALEA LUPULUI;337038;20;87996;23;3;3;5;22;2251459707141;RO423
88047;BĂCIA;0;20;207;3;2;3;5;22;2251460000000;RO423
88056;BĂCIA;337040;20;88047;22;3;3;5;22;2251460306707;RO423
88065;PETRENI;337041;20;88047;23;3;3;5;22;2251460706984;RO423
88074;TÂMPA;337042;20;88047;23;3;3;5;22;2251460707098;RO423
88083;TOTIA;337043;20;88047;23;3;3;5;22;2251460707116;RO423
88092;BĂIȚA;0;20;207;3;2;3;5;22;2251461000000;RO423
88109;BĂIȚA;337045;20;88092;22;3;3;5;22;2251461306709;RO423
88118;BARBURA;337046;20;88092;23;3;3;5;22;2251461706701;RO423
88127;CĂINELU DE SUS;337047;20;88092;23;3;3;5;22;2251461706765;RO423
88136;CRĂCIUNEȘTI;337048;20;88092;23;3;3;5;22;2251461706810;RO423
88145;FIZEȘ;337049;20;88092;23;3;3;5;22;2251461706852;RO423
88154;HĂRȚĂGANI;337051;20;88092;23;3;3;5;22;2251461706884;RO423
88163;LUNCA;337052;20;88092;23;3;3;5;22;2251461706915;RO423
88172;ORMINDEA;337053;20;88092;23;3;3;5;22;2251461706966;RO423
88181;PEȘTERA;337054;20;88092;23;3;3;5;22;2251461706981;RO423
88190;SĂLIȘTE;337056;20;88092;23;3;3;5;22;2251461707053;RO423
88207;TRESTIA;337057;20;88092;23;3;3;5;22;2251461707117;RO423
87246;BĂNIȚA;0;20;207;3;2;3;5;22;2251462000000;RO423
87255;BĂNIȚA;337065;20;87246;22;3;3;5;22;2251462306711;RO423
87264;CRIVADIA;337066;20;87246;23;3;3;5;22;2251462706817;RO423
87273;MERIȘOR;337067;20;87246;23;3;3;5;22;2251462706933;RO423
88216;BĂTRÂNA;0;20;207;3;2;3;5;22;2251463000000;RO423
88225;BĂTRÂNA;337070;20;88216;22;3;3;5;22;2251463306714;RO423
88234;FAȚA ROȘIE;337071;20;88216;23;3;3;5;22;2251463706845;RO423
88243;PIATRA;337072;20;88216;23;3;3;5;22;2251463706989;RO423
88252;RĂCHIȚAUA;337073;20;88216;23;3;3;5;22;2251463707016;RO423
88261;BERIU;0;20;207;3;2;3;5;22;2251464000000;RO423
88270;BERIU;337075;20;88261;22;3;3;5;22;2251464306722;RO423
88289;CĂSTĂU;337076;20;88261;23;3;3;5;22;2251464706773;RO423
88298;CUCUIȘ;337077;20;88261;23;3;3;5;22;2251464706818;RO423
88305;MĂGURENI;337078;20;88261;23;3;3;5;22;2251464706927;RO423
88314;ORĂȘTIOARA DE JOS;337079;20;88261;23;3;3;5;22;2251464706964;RO423
88323;POIENI;337081;20;88261;23;3;3;5;22;2251464706999;RO423
88332;SERECA;337082;20;88261;23;3;3;5;22;2251464707062;RO423
88341;SIBIȘEL;337083;20;88261;23;3;3;5;22;2251464707063;RO423
88350;BLĂJENI;0;20;207;3;2;3;5;22;2251465000000;RO423
88369;BLĂJENI;337085;20;88350;22;3;3;5;22;2251465306724;RO423
88378;BLĂJENI-VULCAN;337086;20;88350;23;3;3;5;22;2251465706725;RO423
88387;CRIȘ;337087;20;88350;23;3;3;5;22;2251465706813;RO423
88396;DRAGU-BRAD;337088;20;88350;23;3;3;5;22;2251465706837;RO423
88403;GROȘURI;337089;20;88350;23;3;3;5;22;2251465706879;RO423
88412;PLAI;337091;20;88350;23;3;3;5;22;2251465706991;RO423
88421;REȚ;337092;20;88350;23;3;3;5;22;2251465707026;RO423
88430;SĂLĂTRUC;337093;20;88350;23;3;3;5;22;2251465707051;RO423
88449;BOȘOROD;0;20;207;3;2;3;5;22;2251466000000;RO423
88458;BOȘOROD;337095;20;88449;22;3;3;5;22;2251466306737;RO423
88467;ALUN;337096;20;88449;23;3;3;5;22;2251466706688;RO423
88476;BOBAIA;337097;20;88449;23;3;3;5;22;2251466706726;RO423
88485;CHITID;337098;20;88449;23;3;3;5;22;2251466706789;RO423
88494;CIOCLOVINA;337099;20;88449;23;3;3;5;22;2251466706793;RO423
88500;LUNCANI;337101;20;88449;23;3;3;5;22;2251466706918;RO423
