SIRUTA;DENLOC;CODP;JUD;SIRSUP;TIP;NIV;MED;REGIUNE;FSJ;FSL;NUTS
10;JUDEȚUL ALBA;0;1;1;40;1;0;7;1;0100000000000;RO121
1017;MUNICIPIUL ALBA IULIA;0;1;10;1;2;1;7;1;0110040000000;RO121
1026;ALBA IULIA;510005;1;1017;9;3;1;7;1;0110040100007;RO121
1035;BĂRĂBANȚ;510001;1;1017;10;3;1;7;1;0110040500032;RO121
1044;MICEȘTI;510002;1;1017;10;3;1;7;1;0110040500400;RO121
1053;OARDA;510003;1;1017;10;3;1;7;1;0110040500432;RO121
1062;PÂCLIȘA;510004;1;1017;10;3;1;7;1;0110040500457;RO121
1213;MUNICIPIUL AIUD;0;1;10;4;2;1;7;1;0120039000000;RO121
1222;AIUD;515200;1;1213;9;3;1;7;1;0120039100005;RO121
1231;AIUDUL DE SUS;515201;1;1213;10;3;1;7;1;0120039500006;RO121
1277;CIUMBRUD;515202;1;1213;11;3;1;7;1;0120039500139;RO121
1240;GÂMBAȘ;515203;1;1213;10;3;1;7;1;0120039500258;RO121
1286;GÂRBOVA DE JOS;515204;1;1213;11;3;1;7;1;0120039500260;RO121
1295;GÂRBOVA DE SUS;515205;1;1213;11;3;1;7;1;0120039500261;RO121
1302;GÂRBOVIȚA;515206;1;1213;11;3;1;7;1;0120039500262;RO121
1259;MĂGINA;515207;1;1213;10;3;1;7;1;0120039500378;RO121
1268;PĂGIDA;515208;1;1213;10;3;1;7;1;0120039500449;RO121
1311;SÂNCRAI;515209;1;1213;11;3;1;7;1;0120039500552;RO121
1320;ȚIFRA;515210;1;1213;11;3;1;7;1;0120039500636;RO121
1348;MUNICIPIUL BLAJ;0;1;10;4;2;1;7;1;0120041000000;RO121
1357;BLAJ;515400;1;1348;9;3;1;7;1;0120041100054;RO121
1366;DELENI-OBÂRȘIE;515401;1;1348;10;3;1;7;1;0120041500197;RO121
1375;FLITEȘTI;515402;1;1348;10;3;1;7;1;0120041500244;RO121
1384;IZVOARELE;515403;1;1348;10;3;1;7;1;0120041500327;RO121
1428;MĂNĂRADE;515404;1;1348;11;3;1;7;1;0120041500383;RO121
1393;PETRISAT;515405;1;1348;10;3;1;7;1;0120041500469;RO121
1437;SPĂTAC;515406;1;1348;11;3;1;7;1;0120041500573;RO121
1400;TIUR;515407;1;1348;10;3;1;7;1;0120041500617;RO121
1419;VEZA;515408;1;1348;10;3;1;7;1;0120041500700;RO121
1874;MUNICIPIUL SEBEȘ;0;1;10;4;2;1;7;1;0120042000000;RO121
1883;SEBEȘ;515800;1;1874;9;3;1;7;1;0120042100558;RO121
1892;LANCRĂM;515801;1;1874;10;3;1;7;1;0120042500337;RO121
1909;PETREȘTI;515850;1;1874;10;3;1;7;1;0120042500468;RO121
1918;RĂHĂU;515802;1;1874;11;3;1;7;1;0120042500521;RO121
1151;ORAȘ ABRUD;0;1;10;2;2;1;7;1;0130046000000;RO121
1160;ABRUD;515100;1;1151;17;3;1;7;1;0130046200001;RO121
1179;ABRUD-SAT;515101;1;1151;18;3;1;7;1;0130046600002;RO121
1188;GURA CORNEI;515102;1;1151;18;3;1;7;1;0130046600285;RO121
1197;SOHARU;515103;1;1151;18;3;1;7;1;0130046600569;RO121
2915;ORAȘ BAIA DE ARIEȘ;0;1;10;2;2;1;7;1;0130047000000;RO121
2924;BAIA DE ARIEȘ;515300;1;2915;17;3;1;7;1;0130047200022;RO121
2933;BRĂZEȘTI;515301;1;2915;19;3;1;7;1;0130047600079;RO121
2942;CIOARA DE SUS;515302;1;2915;19;3;1;7;1;0130047600128;RO121
2951;MUNCELU;515303;1;2915;19;3;1;7;1;0130047600414;RO121
2960;SARTĂȘ;515304;1;2915;19;3;1;7;1;0130047600542;RO121
2979;SIMULEȘTI;515305;1;2915;19;3;1;7;1;0130047600567;RO121
1455;ORAȘ CÂMPENI;0;1;10;2;2;1;7;1;0130048000000;RO121
1464;CÂMPENI;515500;1;1455;17;3;1;7;1;0130048200109;RO121
1473;BONCEȘTI;515501;1;1455;18;3;1;7;1;0130048600068;RO121
1482;BORLEȘTI;515502;1;1455;18;3;1;7;1;0130048600070;RO121
1491;BOTEȘTI;515503;1;1455;18;3;1;7;1;0130048600072;RO121
1507;CERTEGE;515504;1;1455;18;3;1;7;1;0130048600118;RO121
1516;COASTA VÂSCULUI;515505;1;1455;18;3;1;7;1;0130048600142;RO121
1525;DĂNDUȚ;515506;1;1455;18;3;1;7;1;0130048600176;RO121
1534;DEALU BISTRII;515507;1;1455;18;3;1;7;1;0130048600182;RO121
1543;DEALU CAPSEI;515508;1;1455;18;3;1;7;1;0130048600183;RO121
1552;DRIC;515509;1;1455;18;3;1;7;1;0130048600214;RO121
1561;FAȚA ABRUDULUI;515510;1;1455;18;3;1;7;1;0130048600228;RO121
1570;FLOREȘTI;515511;1;1455;18;3;1;7;1;0130048600245;RO121
1589;FURDUIEȘTI;515512;1;1455;18;3;1;7;1;0130048600250;RO121
1598;MIHOEȘTI;515513;1;1455;18;3;1;7;1;0130048600404;RO121
1605;MOTORĂȘTI;515514;1;1455;18;3;1;7;1;0130048600412;RO121
1614;PESTE VALEA BISTRII;515515;1;1455;18;3;1;7;1;0130048600464;RO121
1623;PODURI;515516;1;1455;18;3;1;7;1;0130048600484;RO121
1632;SORLIȚA;515517;1;1455;18;3;1;7;1;0130048600572;RO121
1641;TOMUȘEȘTI;515518;1;1455;18;3;1;7;1;0130048600622;RO121
1650;VALEA BISTRII;515519;1;1455;18;3;1;7;1;0130048600648;RO121
1669;VALEA CASELOR;515520;1;1455;18;3;1;7;1;0130048600650;RO121
1678;VÂRȘI;515521;1;1455;18;3;1;7;1;0130048600692;RO121
1696;ORAȘ CUGIR;0;1;10;2;2;1;7;1;0130049000000;RO121
1703;CUGIR;515600;1;1696;17;3;1;7;1;0130049200168;RO121
1712;BOCȘITURA;515601;1;1696;18;3;1;7;1;0130049600060;RO121
1721;BUCURU;515602;1;1696;18;3;1;7;1;0130049600085;RO121
1730;CĂLENE;515603;1;1696;18;3;1;7;1;0130049600099;RO121
1749;FEȚENI;515604;1;1696;18;3;1;7;1;0130049600242;RO121
1758;GOAȘELE;515605;1;1696;18;3;1;7;1;0130049600279;RO121
1767;MUGEȘTI;515606;1;1696;18;3;1;7;1;0130049600413;RO121
1776;VINEREA;515607;1;1696;18;3;1;7;1;0130049600705;RO121
1794;ORAȘ OCNA MUREȘ;0;1;10;2;2;1;7;1;0130050000000;RO121
1801;OCNA MUREȘ;515700;1;1794;17;3;1;7;1;0130050200434;RO121
1838;CISTEIU DE MUREȘ;515701;1;1794;19;3;1;7;1;0130050600132;RO121
1847;MICOȘLACA;515702;1;1794;19;3;1;7;1;0130050600401;RO121
1856;RĂZBOIENI-CETATE;515703;1;1794;19;3;1;7;1;0130050600524;RO121
1810;UIOARA DE JOS;515704;1;1794;18;3;1;7;1;0130050600637;RO121
1829;UIOARA DE SUS;515705;1;1794;18;3;1;7;1;0130050600638;RO121
8096;ORAȘ TEIUȘ;0;1;10;2;2;1;7;1;0130051000000;RO121
8103;TEIUȘ;515900;1;8096;17;3;1;7;1;0130051200614;RO121
8112;BELDIU;515901;1;8096;19;3;1;7;1;0130051600044;RO121
8121;CĂPUD;515902;1;8096;19;3;1;7;1;0130051600104;RO121
8130;COȘLARIU NOU;515903;1;8096;19;3;1;7;1;0130051600158;RO121
8149;PEȚELCA;515904;1;8096;19;3;1;7;1;0130051600470;RO121
1936;ORAȘ ZLATNA;0;1;10;2;2;1;7;1;0130052000000;RO121
1945;ZLATNA;516100;1;1936;17;3;1;7;1;0130052200716;RO121
1954;BOTEȘTI;516101;1;1936;19;3;1;7;1;0130052600071;RO121
1963;BUDENI;516102;1;1936;19;3;1;7;1;0130052600087;RO121
1972;DEALU ROATEI;516103;1;1936;19;3;1;7;1;0130052600195;RO121
1981;DOBROT;516104;1;1936;19;3;1;7;1;0130052600203;RO121
1990;DUMBRAVA;516105;1;1936;19;3;1;7;1;0130052600219;RO121
2005;FENEȘ;516106;1;1936;19;3;1;7;1;0130052600239;RO121
2014;GALAȚI;516107;1;1936;19;3;1;7;1;0130052600251;RO121
2023;IZVORU AMPOIULUI;516108;1;1936;19;3;1;7;1;0130052600329;RO121
2032;PĂTRÂNGENI;516109;1;1936;19;3;1;7;1;0130052600454;RO121
2050;PÂRĂU GRUIULUI;516110;1;1936;19;3;1;7;1;0130052600459;RO121
2041;PIRITA;516111;1;1936;19;3;1;7;1;0130052600473;RO121
2069;PODU LUI PAUL;516112;1;1936;19;3;1;7;1;0130052600483;RO121
2078;RUNC;516113;1;1936;19;3;1;7;1;0130052600536;RO121
2087;RUȘI;516114;1;1936;19;3;1;7;1;0130052600540;RO121
2096;SUSENI;516115;1;1936;19;3;1;7;1;0130052600585;RO121
2103;TRÂMPOIELE;516116;1;1936;19;3;1;7;1;0130052600627;RO121
2112;VALEA MICĂ;516117;1;1936;19;3;1;7;1;0130052600666;RO121
2121;VÂLTORI;516118;1;1936;19;3;1;7;1;0130052600690;RO121
2130;ALBAC;0;1;10;3;2;3;7;1;0150001000000;RO121
2149;ALBAC;517005;1;2130;22;3;3;7;1;0150001300008;RO121
2158;BĂRĂȘTI;517006;1;2130;23;3;3;7;1;0150001700033;RO121
2167;BUDĂIEȘTI;517007;1;2130;23;3;3;7;1;0150001700086;RO121
2176;CIONEȘTI;517008;1;2130;23;3;3;7;1;0150001700130;RO121
2185;COSTEȘTI;517009;1;2130;23;3;3;7;1;0150001700156;RO121
2194;DEALU LĂMĂȘOI;517011;1;2130;23;3;3;7;1;0150001700192;RO121
2201;DEVE;517012;1;2130;23;3;3;7;1;0150001700199;RO121
2210;DUPĂ PLEȘE;517013;1;2130;23;3;3;7;1;0150001700225;RO121
2229;FAȚA;517014;1;2130;23;3;3;7;1;0150001700227;RO121
2238;PLEȘEȘTI;517016;1;2130;23;3;3;7;1;0150001700480;RO121
2247;POTIONCI;517017;1;2130;23;3;3;7;1;0150001700509;RO121
2256;ROGOZ;517018;1;2130;23;3;3;7;1;0150001700530;RO121
2265;ROȘEȘTI;517019;1;2130;23;3;3;7;1;0150001700532;RO121
2274;RUSEȘTI;517021;1;2130;23;3;3;7;1;0150001700539;RO121
2283;SOHODOL;517022;1;2130;23;3;3;7;1;0150001700570;RO121
2292;TAMBOREȘTI;517023;1;2130;23;3;3;7;1;0150001700603;RO121
2309;ALMAȘU MARE;0;1;10;3;2;3;7;1;0150002000000;RO121
2318;ALMAȘU MARE;517030;1;2309;22;3;3;7;1;0150002300011;RO121
2327;ALMAȘU DE MIJLOC;517031;1;2309;23;3;3;7;1;0150002700010;RO121
2336;BRĂDET;517032;1;2309;23;3;3;7;1;0150002700078;RO121
2345;CHEILE CIBULUI;517033;1;2309;23;3;3;7;1;0150002700123;RO121
2354;CIB;517034;1;2309;23;3;3;7;1;0150002700125;RO121
2363;GLOD;517036;1;2309;23;3;3;7;1;0150002700277;RO121
2372;NĂDĂȘTIA;517038;1;2309;23;3;3;7;1;0150002700419;RO121
2381;ARIEȘENI;0;1;10;3;2;3;7;1;0150003000000;RO121
2390;ARIEȘENI;517040;1;2381;22;3;3;7;1;0150003300014;RO121
2407;AVRĂMEȘTI;517041;1;2381;23;3;3;7;1;0150003700020;RO121
2416;BUBEȘTI;517042;1;2381;23;3;3;7;1;0150003700080;RO121
2425;CASA DE PIATRĂ;517043;1;2381;23;3;3;7;1;0150003700098;RO121
2434;COBLEȘ;517044;1;2381;23;3;3;7;1;0150003700143;RO121
2443;DEALU BAJULUI;517046;1;2381;23;3;3;7;1;0150003700181;RO121
2452;FAȚA CRISTESEI;517047;1;2381;23;3;3;7;1;0150003700229;RO121
2461;FAȚA LĂPUȘULUI;517048;1;2381;23;3;3;7;1;0150003700230;RO121
2470;GALBENA;517049;1;2381;23;3;3;7;1;0150003700252;RO121
2489;HODOBANA;517051;1;2381;23;3;3;7;1;0150003700304;RO121
2498;IZLAZ;517052;1;2381;23;3;3;7;1;0150003700325;RO121
2504;PĂNTEȘTI;517053;1;2381;23;3;3;7;1;0150003700451;RO121
2513;PĂTRĂHĂIȚEȘTI;517054;1;2381;23;3;3;7;1;0150003700453;RO121
2522;POIENIȚA;517056;1;2381;23;3;3;7;1;0150003700499;RO121
2531;RAVICEȘTI;517057;1;2381;23;3;3;7;1;0150003700517;RO121
2540;STURU;517058;1;2381;23;3;3;7;1;0150003700581;RO121
2559;ȘTEI-ARIEȘENI;517059;1;2381;23;3;3;7;1;0150003700599;RO121
2568;VANVUCEȘTI;517061;1;2381;23;3;3;7;1;0150003700681;RO121
2577;AVRAM IANCU;0;1;10;3;2;3;7;1;0150004000000;RO121
2586;AVRAM IANCU;517065;1;2577;22;3;3;7;1;0150004300018;RO121
2595;ACHIMEȚEȘTI;517066;1;2577;23;3;3;7;1;0150004700003;RO121
2602;AVRĂMEȘTI;517067;1;2577;23;3;3;7;1;0150004700019;RO121
2611;BĂDĂI;517068;1;2577;23;3;3;7;1;0150004700025;RO121
2620;BOLDEȘTI;517069;1;2577;23;3;3;7;1;0150004700066;RO121
2639;CĂLUGĂREȘTI;517071;1;2577;23;3;3;7;1;0150004700100;RO121
2648;CĂSOAIA;517072;1;2577;23;3;3;7;1;0150004700107;RO121
2657;CÂNDEȘTI;517073;1;2577;23;3;3;7;1;0150004700111;RO121
2666;CÂRĂȘTI;517074;1;2577;23;3;3;7;1;0150004700112;RO121
2675;CÂRȚULEȘTI;517076;1;2577;23;3;3;7;1;0150004700113;RO121
2684;COCEȘTI;517077;1;2577;23;3;3;7;1;0150004700144;RO121
2693;COCOȘEȘTI;517078;1;2577;23;3;3;7;1;0150004700145;RO121
2700;COROIEȘTI;517079;1;2577;23;3;3;7;1;0150004700153;RO121
2719;DEALU CRIȘULUI;517081;1;2577;23;3;3;7;1;0150004700185;RO121
2728;DOLEȘTI;517082;1;2577;23;3;3;7;1;0150004700205;RO121
2737;DUMĂCEȘTI;517083;1;2577;23;3;3;7;1;0150004700216;RO121
2746;GOJEIEȘTI;517084;1;2577;23;3;3;7;1;0150004700281;RO121
2755;HELEREȘTI;517086;1;2577;23;3;3;7;1;0150004700297;RO121
2764;INCEȘTI;517087;1;2577;23;3;3;7;1;0150004700318;RO121
2773;JOJEI;517088;1;2577;23;3;3;7;1;0150004700334;RO121
2782;MĂRTEȘTI;517089;1;2577;23;3;3;7;1;0150004700389;RO121
2791;ORGEȘTI;517091;1;2577;23;3;3;7;1;0150004700445;RO121
2808;PĂTRUȚEȘTI;517092;1;2577;23;3;3;7;1;0150004700456;RO121
2817;PLAI;517093;1;2577;23;3;3;7;1;0150004700477;RO121
2826;PUȘELEȘTI;517094;1;2577;23;3;3;7;1;0150004700515;RO121
2835;ȘOICEȘTI;517096;1;2577;23;3;3;7;1;0150004700593;RO121
2844;ȘTERTEȘTI;517097;1;2577;23;3;3;7;1;0150004700600;RO121
2853;TÂRSA;517098;1;2577;23;3;3;7;1;0150004700610;RO121
2862;TÂRSA-PLAI;517099;1;2577;23;3;3;7;1;0150004700611;RO121
2871;VALEA MACIULUI;517101;1;2577;23;3;3;7;1;0150004700663;RO121
2880;VALEA UȚULUI;517102;1;2577;23;3;3;7;1;0150004700676;RO121
2899;VERDEȘTI;517103;1;2577;23;3;3;7;1;0150004700698;RO121
2906;VIDRIȘOARA;517104;1;2577;23;3;3;7;1;0150004700703;RO121
2988;BERGHIN;0;1;10;3;2;3;7;1;0150005000000;RO121
2997;BERGHIN;517110;1;2988;22;3;3;7;1;0150005300046;RO121
3002;GHIRBOM;517111;1;2988;23;3;3;7;1;0150005700274;RO121
3011;HENIG;517112;1;2988;23;3;3;7;1;0150005700299;RO121
3020;STRAJA;517113;1;2988;23;3;3;7;1;0150005700578;RO121
3039;BISTRA;0;1;10;3;2;3;7;1;0150006000000;RO121
3048;BISTRA;517115;1;3039;22;3;3;7;1;0150006300053;RO121
3057;ARONEȘTI;517116;1;3039;23;3;3;7;1;0150006700015;RO121
3066;BĂLEȘTI;517117;1;3039;23;3;3;7;1;0150006700029;RO121
3075;BĂLEȘTI-CĂTUN;517118;1;3039;23;3;3;7;1;0150006700030;RO121
3084;BÂRLEȘTI;517119;1;3039;23;3;3;7;1;0150006700038;RO121
3093;CHELETENI;517121;1;3039;23;3;3;7;1;0150006700124;RO121
3100;CIULDEȘTI;517122;1;3039;23;3;3;7;1;0150006700138;RO121
3119;CREȚEȘTI;517123;1;3039;23;3;3;7;1;0150006700163;RO121
3137;DÂMBURENI;517124;1;3039;23;3;3;7;1;0150006700178;RO121
3128;DEALU MUNTELUI;517126;1;3039;23;3;3;7;1;0150006700193;RO121
3146;DURĂȘTI;517127;1;3039;23;3;3;7;1;0150006700226;RO121
3155;GĂNEȘTI;517128;1;3039;23;3;3;7;1;0150006700257;RO121
3164;GÂRDE;517129;1;3039;23;3;3;7;1;0150006700266;RO121
3173;HODIȘEȘTI;517131;1;3039;23;3;3;7;1;0150006700303;RO121
3182;HUDRICEȘTI;517132;1;3039;23;3;3;7;1;0150006700308;RO121
3191;LIPAIA;517133;1;3039;23;3;3;7;1;0150006700348;RO121
3208;LUNCA LARGĂ;517134;1;3039;23;3;3;7;1;0150006700364;RO121
3217;LUNCA MERILOR;517136;1;3039;23;3;3;7;1;0150006700365;RO121
3226;MIHĂIEȘTI;517137;1;3039;23;3;3;7;1;0150006700403;RO121
3235;NĂMAȘ;517138;1;3039;23;3;3;7;1;0150006700420;RO121
3244;NOVĂCEȘTI;517139;1;3039;23;3;3;7;1;0150006700431;RO121
3253;PERJEȘTI;517141;1;3039;23;3;3;7;1;0150006700463;RO121
3262;POIANA;517142;1;3039;23;3;3;7;1;0150006700487;RO121
3271;POIU;517143;1;3039;23;3;3;7;1;0150006700500;RO121
3280;RĂTITIȘ;517144;1;3039;23;3;3;7;1;0150006700523;RO121
3299;RUNCURI;517146;1;3039;23;3;3;7;1;0150006700538;RO121
3306;SĂLĂGEȘTI;517147;1;3039;23;3;3;7;1;0150006700543;RO121
3315;ȘTEFANCA;517148;1;3039;23;3;3;7;1;0150006700598;RO121
3324;TOLĂCEȘTI;517149;1;3039;23;3;3;7;1;0150006700619;RO121
3333;TOMNATEC;517151;1;3039;23;3;3;7;1;0150006700621;RO121
3342;TRIȘOREȘTI;517152;1;3039;23;3;3;7;1;0150006700631;RO121
3351;ȚĂRĂNEȘTI;517153;1;3039;23;3;3;7;1;0150006700634;RO121
3379;VÂRȘII MARI;517156;1;3039;23;3;3;7;1;0150006700693;RO121
3388;VÂRȘII MICI;517157;1;3039;23;3;3;7;1;0150006700694;RO121
3360;VÂRȘI-RONTU;517154;1;3039;23;3;3;7;1;0150006700695;RO121
3397;BLANDIANA;0;1;10;3;2;3;7;1;0150007000000;RO121
3404;BLANDIANA;517160;1;3397;22;3;3;7;1;0150007300055;RO121
3413;ACMARIU;517161;1;3397;23;3;3;7;1;0150007700004;RO121
3422;IBRU;517162;1;3397;23;3;3;7;1;0150007700311;RO121
3431;POIENI;517163;1;3397;23;3;3;7;1;0150007700494;RO121
3440;RĂCĂTĂU;517164;1;3397;23;3;3;7;1;0150007700518;RO121
9026;BUCERDEA GRÂNOASĂ;0;1;10;3;2;3;7;1;0150008000000;RO121
4204;BUCERDEA GRÂNOASĂ;517261;1;9026;22;3;3;7;1;0150008300081;RO121
4213;CORNU;517262;1;9026;23;3;3;7;1;0150008700152;RO121
4222;PĂDURE;517263;1;9026;23;3;3;7;1;0150008700447;RO121
4231;PÂNCA;517264;1;9026;23;3;3;7;1;0150008700458;RO121
3459;BUCIUM;0;1;10;3;2;3;7;1;0150009000000;RO121
3468;BUCIUM;517165;1;3459;22;3;3;7;1;0150009300083;RO121
3477;ANGHELEȘTI;517166;1;3459;23;3;3;7;1;0150009700013;RO121
3486;BISERICANI;517167;1;3459;23;3;3;7;1;0150009700052;RO121
3495;BUCIUM-SAT;517168;1;3459;23;3;3;7;1;0150009700084;RO121
3501;CERBU;517169;1;3459;23;3;3;7;1;0150009700115;RO121
3510;CIUCULEȘTI;517171;1;3459;23;3;3;7;1;0150009700133;RO121
3529;COLEȘENI;517172;1;3459;23;3;3;7;1;0150009700147;RO121
3538;DOGĂREȘTI;517173;1;3459;23;3;3;7;1;0150009700204;RO121
3547;FEREȘTI;517174;1;3459;23;3;3;7;1;0150009700240;RO121
3556;FLOREȘTI;517176;1;3459;23;3;3;7;1;0150009700246;RO121
3565;GURA IZBITEI;517177;1;3459;23;3;3;7;1;0150009700287;RO121
3574;HELEȘTI;517178;1;3459;23;3;3;7;1;0150009700298;RO121
3583;IZBICIOARA;517179;1;3459;23;3;3;7;1;0150009700323;RO121
3592;IZBITA;517181;1;3459;23;3;3;7;1;0150009700324;RO121
3609;JURCUIEȘTI;517182;1;3459;23;3;3;7;1;0150009700336;RO121
3618;LUPULEȘTI;517183;1;3459;23;3;3;7;1;0150009700374;RO121
3627;MĂGURA;517184;1;3459;23;3;3;7;1;0150009700380;RO121
3636;MUNTARI;517186;1;3459;23;3;3;7;1;0150009700416;RO121
3645;PETRENI;517187;1;3459;23;3;3;7;1;0150009700467;RO121
3654;POIANA;517188;1;3459;23;3;3;7;1;0150009700486;RO121
3663;POIENI;517189;1;3459;23;3;3;7;1;0150009700496;RO121
3672;STÂLNIȘOARA;517191;1;3459;23;3;3;7;1;0150009700576;RO121
3681;VALEA ABRUZEL;517192;1;3459;23;3;3;7;1;0150009700644;RO121
3690;VALEA ALBĂ;517193;1;3459;23;3;3;7;1;0150009700645;RO121
3707;VALEA CERBULUI;517194;1;3459;23;3;3;7;1;0150009700651;RO121
3716;VALEA NEGRILESII;517196;1;3459;23;3;3;7;1;0150009700669;RO121
3725;VALEA POIENII;517197;1;3459;23;3;3;7;1;0150009700670;RO121
3734;VALEA ȘESII;517198;1;3459;23;3;3;7;1;0150009700674;RO121
3743;VĂLENI;517199;1;3459;23;3;3;7;1;0150009700683;RO121
3752;VÂLCEA;517201;1;3459;23;3;3;7;1;0150009700688;RO121
4106;CÂLNIC;0;1;10;3;2;3;7;1;0150010000000;RO121
4115;CÂLNIC;517205;1;4106;22;3;3;7;1;0150010300108;RO121
4133;DEAL;517207;1;4106;23;3;3;7;1;0150010700180;RO121
3761;CENADE;0;1;10;3;2;3;7;1;0150011000000;RO121
3770;CENADE;517210;1;3761;22;3;3;7;1;0150011300114;RO121
3789;CAPU DEALULUI;517211;1;3761;23;3;3;7;1;0150011700095;RO121
3798;GORGAN;517212;1;3761;23;3;3;7;1;0150011700282;RO121
3805;CERGĂU;0;1;10;3;2;3;7;1;0150012000000;RO121
3814;CERGĂU MARE;517216;1;3805;22;3;3;7;1;0150012300116;RO121
3823;CERGĂU MIC;517217;1;3805;23;3;3;7;1;0150012700117;RO121
3832;LUPU;517218;1;3805;23;3;3;7;1;0150012700373;RO121
3841;CERU-BĂCĂINȚI;0;1;10;3;2;3;7;1;0150013000000;RO121
3850;CERU-BĂCĂINȚI;517220;1;3841;22;3;3;7;1;0150013300119;RO121
3869;BOLOVĂNEȘTI;517221;1;3841;23;3;3;7;1;0150013700067;RO121
3878;BULBUC;517222;1;3841;23;3;3;7;1;0150013700088;RO121
3887;CUCUTA;517223;1;3841;23;3;3;7;1;0150013700167;RO121
3896;CURPENI;517224;1;3841;23;3;3;7;1;0150013700173;RO121
3903;DUMBRĂVIȚA;517226;1;3841;23;3;3;7;1;0150013700220;RO121
3912;FÂNTÂNELE;517227;1;3841;23;3;3;7;1;0150013700237;RO121
3921;GROȘI;517228;1;3841;23;3;3;7;1;0150013700283;RO121
3930;VALEA MARE;517229;1;3841;23;3;3;7;1;0150013700664;RO121
3949;VIEZURI;517231;1;3841;23;3;3;7;1;0150013700704;RO121
3958;CETATEA DE BALTĂ;0;1;10;3;2;3;7;1;0150014000000;RO121
3967;CETATEA DE BALTĂ;517235;1;3958;22;3;3;7;1;0150014300120;RO121
3976;CRACIUNELU DE SUS;517236;1;3958;23;3;3;7;1;0150014700160;RO121
3985;SÂNTĂMĂRIE;517237;1;3958;23;3;3;7;1;0150014700554;RO121
3994;TĂTÂRLAUA;517238;1;3958;23;3;3;7;1;0150014700605;RO121
1071;CIUGUD;0;1;10;3;2;3;7;1;0150015000000;RO121
1080;CIUGUD;517240;1;1071;22;3;3;7;1;0150015300134;RO121
1099;DRÂMBAR;517241;1;1071;23;3;3;7;1;0150015700213;RO121
1115;HĂPRIA;517243;1;1071;23;3;3;7;1;0150015700295;RO121
1106;LIMBA;517242;1;1071;23;3;3;7;1;0150015700347;RO121
1124;ȘEUȘA;517244;1;1071;23;3;3;7;1;0150015700588;RO121
1133;TELEAC;517246;1;1071;23;3;3;7;1;0150015700615;RO121
4008;CIURULEASA;0;1;10;3;2;3;7;1;0150016000000;RO121
4017;CIURULEASA;517250;1;4008;22;3;3;7;1;0150016300140;RO121
4026;BIDIGEȘTI;517251;1;4008;23;3;3;7;1;0150016700048;RO121
4035;BODREȘTI;517252;1;4008;23;3;3;7;1;0150016700062;RO121
4044;BOGLEȘTI;517253;1;4008;23;3;3;7;1;0150016700065;RO121
4053;BUNINGINEA;517254;1;4008;23;3;3;7;1;0150016700089;RO121
4062;GHEDULEȘTI;517256;1;4008;23;3;3;7;1;0150016700271;RO121
4071;MĂTIȘEȘTI;517257;1;4008;23;3;3;7;1;0150016700392;RO121
4080;MORĂREȘTI;517258;1;4008;23;3;3;7;1;0150016700409;RO121
4099;VULCAN;517259;1;4008;23;3;3;7;1;0150016700711;RO121
4188;CRĂCIUNELU DE JOS;0;1;10;3;2;3;7;1;0150017000000;RO121
4197;CRĂCIUNELU DE JOS;517260;1;4188;22;3;3;7;1;0150017300162;RO121
4142;CRICĂU;0;1;10;3;2;3;7;1;0150018000000;RO121
4151;CRICĂU;517265;1;4142;22;3;3;7;1;0150018300164;RO121
4160;CRAIVA;517266;1;4142;23;3;3;7;1;0150018700161;RO121
4179;TIBRU;517267;1;4142;23;3;3;7;1;0150018700616;RO121
9019;CUT;0;1;10;3;2;3;7;1;0150019000000;RO121
4124;CUT;517206;1;9019;22;3;3;7;1;0150019300174;RO121
4240;DAIA ROMÂNĂ;0;1;10;3;2;3;7;1;0150020000000;RO121
4259;DAIA ROMÂNĂ;517270;1;4240;22;3;3;7;1;0150020300175;RO121
4268;DOȘTAT;0;1;10;3;2;3;7;1;0150021000000;RO121
4277;DOȘTAT;517275;1;4268;22;3;3;7;1;0150021300210;RO121
4286;BOZ;517276;1;4268;23;3;3;7;1;0150021700075;RO121
4295;DEALU DOȘTATULUI;517277;1;4268;23;3;3;7;1;0150021700186;RO121
4302;FĂRĂU;0;1;10;3;2;3;7;1;0150022000000;RO121
4311;FĂRĂU;517280;1;4302;22;3;3;7;1;0150022300236;RO121
4320;HERIA;517281;1;4302;23;3;3;7;1;0150022700300;RO121
4339;MEDVEȘ;517282;1;4302;23;3;3;7;1;0150022700395;RO121
4348;SÂNBENEDIC;517283;1;4302;23;3;3;7;1;0150022700550;RO121
4357;ȘILEA;517284;1;4302;23;3;3;7;1;0150022700590;RO121
4366;GALDA DE JOS;0;1;10;3;2;3;7;1;0150023000000;RO121
4375;GALDA DE JOS;517285;1;4366;22;3;3;7;1;0150023300253;RO121
4384;BENIC;517286;1;4366;23;3;3;7;1;0150023700045;RO121
4393;CETEA;517287;1;4366;23;3;3;7;1;0150023700121;RO121
4400;GALDA DE SUS;517288;1;4366;23;3;3;7;1;0150023700254;RO121
4419;LUPȘENI;517289;1;4366;23;3;3;7;1;0150023700372;RO121
4428;MĂGURA;517291;1;4366;23;3;3;7;1;0150023700379;RO121
4437;MESENTEA;517292;1;4366;23;3;3;7;1;0150023700397;RO121
4446;OIEJDEA;517293;1;4366;23;3;3;7;1;0150023700441;RO121
4455;POIANA GALDEI;517294;1;4366;23;3;3;7;1;0150023700491;RO121
